date,product,category,region,quantity,unit_price,revenue
2024-07-29,Bluetooth Speaker,Electronics,Midwest,44,71.41,3142.04
2024-07-30,Sneakers,Clothing,Midwest,34,107.05,3639.7
2024-07-31,Running Shoes,Clothing,Northeast,33,102.45,3380.85
2024-08-01,Wall Art,Home & Garden,Northeast,2,130.58,261.16
2024-08-01,Plant Pot Set,Home & Garden,Midwest,25,27.45,686.25
2024-08-02,Sunscreen SPF50,Beauty,West,48,5.97,286.56
2024-08-03,Running Shoes,Clothing,Northeast,45,64.18,2888.1
2024-08-03,Granola,Food & Beverage,West,7,41.7,291.9
2024-08-04,LED Desk Lamp,Home & Garden,Southwest,10,62.86,628.6
2024-08-05,Lip Balm,Beauty,Northeast,32,102.51,3280.32
2024-08-06,Winter Jacket,Clothing,Midwest,27,67.87,1832.49
2024-08-06,Water Bottle,Sports,West,21,137.61,2889.81
2024-08-07,Dumbbells,Sports,Midwest,9,68.57,617.13
2024-08-08,Yoga Mat,Sports,Southeast,43,97.46,4190.78
2024-08-09,Polo Shirt,Clothing,Northeast,45,18.25,821.25
2024-08-09,Granola,Food & Beverage,Northeast,47,9.28,436.16
2024-08-10,USB-C Hub,Electronics,Midwest,43,40.9,1758.7
2024-08-11,Green Tea,Food & Beverage,Northeast,3,36.22,108.66
2024-08-11,Plant Pot Set,Home & Garden,Southeast,30,142.97,4289.1
2024-08-12,Denim Jeans,Clothing,Southwest,36,140.24,5048.64
2024-08-13,Sunscreen SPF50,Beauty,Midwest,10,79.47,794.7
2024-08-14,Sunscreen SPF50,Beauty,Northeast,46,58.81,2705.26
2024-08-14,Coffee Beans,Food & Beverage,West,25,53.37,1334.25
2024-08-15,Yoga Mat,Sports,Midwest,37,101.64,3760.68
2024-08-16,Green Tea,Food & Beverage,Southeast,43,97.5,4192.5
2024-08-17,Resistance Bands,Sports,West,43,140.76,6052.68
2024-08-17,Winter Jacket,Clothing,Southeast,22,118.84,2614.48
2024-08-18,USB-C Hub,Electronics,Southwest,4,90.58,362.32
2024-08-19,Wall Art,Home & Garden,Midwest,28,20.28,567.84
2024-08-20,Lip Balm,Beauty,Southwest,1,138.98,138.98
2024-08-20,Smoothie Mix,Food & Beverage,Southwest,49,31.92,1564.08
2024-08-21,Denim Jeans,Clothing,Midwest,45,124.84,5617.8
2024-08-22,Wall Art,Home & Garden,West,5,6.15,30.75
2024-08-22,Water Bottle,Sports,Southwest,42,82.66,3471.72
2024-08-23,Green Tea,Food & Beverage,Southwest,24,119.45,2866.8
2024-08-24,Resistance Bands,Sports,Northeast,49,78.32,3837.68
2024-08-25,USB-C Hub,Electronics,Southwest,9,16.26,146.34
2024-08-25,LED Desk Lamp,Home & Garden,Northeast,5,103.16,515.8
2024-08-26,Water Bottle,Sports,Northeast,30,68.69,2060.7
2024-08-27,Smoothie Mix,Food & Beverage,West,23,30.99,712.77
2024-08-28,Protein Bars,Food & Beverage,Southwest,40,130.13,5205.2
2024-08-28,Hair Oil,Beauty,Northeast,18,48.03,864.54
2024-08-29,Face Serum,Beauty,Midwest,43,111.2,4781.6
2024-08-30,Lip Balm,Beauty,Midwest,10,97.02,970.2
2024-08-30,Resistance Bands,Sports,Midwest,9,35.72,321.48
2024-08-31,Sunscreen SPF50,Beauty,Midwest,15,113.66,1704.9
2024-09-01,Protein Bars,Food & Beverage,Northeast,47,114.31,5372.57
2024-09-02,Throw Blanket,Home & Garden,Southeast,10,64.72,647.2
2024-09-02,USB-C Hub,Electronics,Northeast,34,64.73,2200.82
2024-09-03,Sneakers,Clothing,Northeast,48,142.04,6817.92
2024-09-04,Smoothie Mix,Food & Beverage,Southeast,29,68.67,1991.43
2024-09-05,USB-C Hub,Electronics,Midwest,5,115.9,579.5
2024-09-05,Running Shoes,Clothing,Northeast,39,65.79,2565.81
2024-09-06,Face Serum,Beauty,Southwest,43,15.01,645.43
2024-09-07,Candle Set,Home & Garden,West,43,104.85,4508.55
2024-09-08,Bluetooth Speaker,Electronics,Northeast,9,82.67,744.03
2024-09-08,Protein Bars,Food & Beverage,Midwest,22,127.28,2800.16
2024-09-09,Water Bottle,Sports,Southwest,41,82.08,3365.28
2024-09-10,Throw Blanket,Home & Garden,Midwest,2,63.66,127.32
2024-09-10,Candle Set,Home & Garden,Southeast,46,61.23,2816.58
2024-09-11,Plant Pot Set,Home & Garden,West,32,11.09,354.88
2024-09-12,Bluetooth Speaker,Electronics,Northeast,15,14.65,219.75
2024-09-13,USB-C Hub,Electronics,Southwest,18,59.44,1069.92
2024-09-13,Hair Oil,Beauty,Southwest,29,86.06,2495.74
2024-09-14,Throw Blanket,Home & Garden,Midwest,3,55.83,167.49
2024-09-15,Hair Oil,Beauty,Midwest,11,100.23,1102.53
2024-09-16,Throw Blanket,Home & Garden,Northeast,2,100.94,201.88
2024-09-16,Bluetooth Speaker,Electronics,Southwest,31,121.65,3771.15
2024-09-17,Bluetooth Speaker,Electronics,Southeast,8,66.78,534.24
2024-09-18,Smoothie Mix,Food & Beverage,West,39,103.23,4025.97
2024-09-18,Tablet,Electronics,West,37,35.05,1296.85
2024-09-19,Coffee Beans,Food & Beverage,West,7,101.06,707.42
2024-09-20,Sheet Masks,Beauty,Midwest,17,42.44,721.48
2024-09-21,Green Tea,Food & Beverage,Southwest,36,128.62,4630.32
2024-09-21,Lip Balm,Beauty,Southwest,12,73.72,884.64
2024-09-22,Throw Blanket,Home & Garden,Southeast,40,91.97,3678.8
2024-09-23,Hair Oil,Beauty,Northeast,10,78.52,785.2
2024-09-24,Winter Jacket,Clothing,Southeast,12,69.36,832.32
2024-09-24,Face Serum,Beauty,Midwest,38,82.32,3128.16
2024-09-25,Sunscreen SPF50,Beauty,Southwest,30,37.63,1128.9
2024-09-26,Dumbbells,Sports,West,46,36.71,1688.66
2024-09-27,Lip Balm,Beauty,West,39,117.63,4587.57
2024-09-27,Hair Oil,Beauty,Northeast,37,113.44,4197.28
2024-09-28,Yoga Mat,Sports,Southwest,37,42.64,1577.68
2024-09-29,Coffee Beans,Food & Beverage,Southeast,15,85.81,1287.15
2024-09-29,Face Serum,Beauty,Southwest,46,133.78,6153.88
2024-09-30,Green Tea,Food & Beverage,Northeast,2,113.46,226.92
2024-10-01,Sheet Masks,Beauty,West,38,18.76,712.88
2024-10-02,Water Bottle,Sports,Southwest,31,121.2,3757.2
2024-10-02,Denim Jeans,Clothing,Southwest,45,72.54,3264.3
2024-10-03,Protein Bars,Food & Beverage,Midwest,35,8.25,288.75
2024-10-04,Coffee Beans,Food & Beverage,West,11,6.99,76.89
2024-10-05,Coffee Beans,Food & Beverage,Southeast,22,7.09,155.98
2024-10-05,Bluetooth Speaker,Electronics,Midwest,32,24.23,775.36
2024-10-06,Denim Jeans,Clothing,Southwest,3,95.57,286.71
2024-10-07,Green Tea,Food & Beverage,Southwest,19,89.24,1695.56
2024-10-07,Coffee Beans,Food & Beverage,Southwest,43,103.04,4430.72
2024-10-08,LED Desk Lamp,Home & Garden,Midwest,20,87.58,1751.6
2024-10-09,Lip Balm,Beauty,Midwest,28,81.51,2282.28
2024-10-10,Coffee Beans,Food & Beverage,West,21,147.26,3092.46
2024-10-10,Face Serum,Beauty,Northeast,42,108.69,4564.98
2024-10-11,Sunscreen SPF50,Beauty,Southeast,32,70.94,2270.08
2024-10-12,Plant Pot Set,Home & Garden,West,23,139.13,3199.99
2024-10-13,Protein Bars,Food & Beverage,Southeast,25,99.05,2476.25
2024-10-13,Sunscreen SPF50,Beauty,West,1,97.21,97.21
2024-10-14,Bluetooth Speaker,Electronics,Northeast,22,71.0,1562.0
2024-10-15,Green Tea,Food & Beverage,Northeast,20,104.38,2087.6
2024-10-16,Throw Blanket,Home & Garden,West,15,126.53,1897.95
2024-10-16,Sunscreen SPF50,Beauty,Southwest,28,75.83,2123.24
2024-10-17,Green Tea,Food & Beverage,Southeast,37,125.9,4658.3
2024-10-18,Resistance Bands,Sports,Midwest,11,90.96,1000.56
2024-10-18,Hair Oil,Beauty,Southeast,8,14.65,117.2
2024-10-19,Face Serum,Beauty,Midwest,20,132.74,2654.8
2024-10-20,Coffee Beans,Food & Beverage,Midwest,47,104.1,4892.7
2024-10-21,Protein Bars,Food & Beverage,Southwest,35,34.08,1192.8
2024-10-21,Running Shoes,Clothing,Northeast,47,92.44,4344.68
2024-10-22,Granola,Food & Beverage,West,39,68.13,2657.07
2024-10-23,Wireless Earbuds,Electronics,Midwest,42,141.0,5922.0
2024-10-24,Sunscreen SPF50,Beauty,West,34,15.3,520.2
2024-10-24,Winter Jacket,Clothing,Southeast,20,13.01,260.2
2024-10-25,Dumbbells,Sports,Northeast,20,146.1,2922.0
2024-10-26,Water Bottle,Sports,Southwest,46,96.43,4435.78
2024-10-26,Hair Oil,Beauty,Northeast,10,42.19,421.9
2024-10-27,Dumbbells,Sports,Southwest,13,14.07,182.91
2024-10-28,Polo Shirt,Clothing,Southeast,31,117.64,3646.84
2024-10-29,Wall Art,Home & Garden,Southwest,46,121.55,5591.3
2024-10-29,Lip Balm,Beauty,Midwest,40,49.03,1961.2
2024-10-30,Jump Rope,Sports,Southeast,23,16.93,389.39
2024-10-31,Smart Watch,Electronics,Southwest,34,71.47,2429.98
2024-11-01,Smart Watch,Electronics,Southeast,12,117.67,1412.04
2024-11-01,Protein Bars,Food & Beverage,West,32,133.98,4287.36
2024-11-02,Denim Jeans,Clothing,Northeast,21,75.96,1595.16
2024-11-03,Jump Rope,Sports,Northeast,38,126.54,4808.52
2024-11-04,Plant Pot Set,Home & Garden,West,16,52.59,841.44
2024-11-04,LED Desk Lamp,Home & Garden,Southwest,32,23.27,744.64
2024-11-05,Protein Bars,Food & Beverage,Midwest,49,30.45,1492.05
2024-11-06,Protein Bars,Food & Beverage,West,26,131.09,3408.34
2024-11-06,Yoga Mat,Sports,West,13,100.94,1312.22
2024-11-07,Coffee Beans,Food & Beverage,Southeast,28,76.16,2132.48
2024-11-08,Sheet Masks,Beauty,Northeast,38,145.64,5534.32
2024-11-09,Sunscreen SPF50,Beauty,Midwest,10,58.27,582.7
2024-11-09,Yoga Mat,Sports,Southwest,31,88.12,2731.72
2024-11-10,Hair Oil,Beauty,Southwest,25,8.66,216.5
2024-11-11,Polo Shirt,Clothing,West,39,90.4,3525.6
2024-11-12,Smoothie Mix,Food & Beverage,West,42,119.93,5037.06
2024-11-12,Dumbbells,Sports,Northeast,17,27.05,459.85
2024-11-13,USB-C Hub,Electronics,Southeast,17,47.62,809.54
2024-11-14,Candle Set,Home & Garden,Midwest,23,47.26,1086.98
2024-11-14,Denim Jeans,Clothing,Northeast,13,72.87,947.31
2024-11-15,Yoga Mat,Sports,Southeast,16,94.21,1507.36
2024-11-16,USB-C Hub,Electronics,Southeast,32,59.49,1903.68
2024-11-17,Coffee Beans,Food & Beverage,Northeast,21,115.62,2428.02
2024-11-17,Wall Art,Home & Garden,Southeast,15,137.04,2055.6
2024-11-18,Dumbbells,Sports,Northeast,23,95.82,2203.86
2024-11-19,Bluetooth Speaker,Electronics,Northeast,9,126.68,1140.12
2024-11-20,Water Bottle,Sports,Northeast,11,70.11,771.21
2024-11-20,Yoga Mat,Sports,Northeast,45,21.18,953.1
2024-11-21,Wall Art,Home & Garden,Southeast,1,93.56,93.56
2024-11-22,Sunscreen SPF50,Beauty,Northeast,11,87.43,961.73
2024-11-23,Smart Watch,Electronics,Southeast,29,129.19,3746.51
2024-11-23,Sheet Masks,Beauty,Northeast,45,124.89,5620.05
2024-11-24,Tablet,Electronics,Southwest,11,47.41,521.51
2024-11-25,Plant Pot Set,Home & Garden,West,40,140.31,5612.4
2024-11-25,LED Desk Lamp,Home & Garden,West,6,103.38,620.28
2024-11-26,Sneakers,Clothing,Northeast,4,55.81,223.24
2024-11-27,Wall Art,Home & Garden,Northeast,13,6.49,84.37
2024-11-28,Bluetooth Speaker,Electronics,West,46,120.2,5529.2
2024-11-28,Throw Blanket,Home & Garden,Southeast,28,42.85,1199.8
2024-11-29,Bluetooth Speaker,Electronics,Southeast,8,141.15,1129.2
2024-11-30,Jump Rope,Sports,West,27,18.39,496.53
2024-12-01,Sheet Masks,Beauty,Midwest,25,137.42,3435.5
2024-12-01,Winter Jacket,Clothing,Southeast,9,113.92,1025.28
2024-12-02,Throw Blanket,Home & Garden,Southeast,24,123.52,2964.48
2024-12-03,LED Desk Lamp,Home & Garden,Northeast,15,72.05,1080.75
2024-12-03,Granola,Food & Beverage,Southeast,26,108.98,2833.48
2024-12-04,Jump Rope,Sports,Northeast,23,47.79,1099.17
2024-12-05,Face Serum,Beauty,Southeast,2,31.77,63.54
2024-12-06,Protein Bars,Food & Beverage,Southwest,20,125.49,2509.8
2024-12-06,Sheet Masks,Beauty,Southwest,33,21.95,724.35
2024-12-07,Winter Jacket,Clothing,Northeast,46,91.43,4205.78
2024-12-08,Protein Bars,Food & Beverage,Midwest,5,56.49,282.45
2024-12-09,Jump Rope,Sports,West,27,140.08,3782.16
2024-12-09,Throw Blanket,Home & Garden,Northeast,40,62.93,2517.2
2024-12-10,Yoga Mat,Sports,Southwest,8,124.85,998.8
2024-12-11,Green Tea,Food & Beverage,Southwest,45,15.97,718.65
2024-12-12,Candle Set,Home & Garden,Northeast,38,36.13,1372.94
2024-12-12,Plant Pot Set,Home & Garden,Midwest,1,106.46,106.46
2024-12-13,Sunscreen SPF50,Beauty,Southeast,28,37.34,1045.52
2024-12-14,Coffee Beans,Food & Beverage,Southwest,8,47.97,383.76
2024-12-14,Granola,Food & Beverage,Southeast,30,42.65,1279.5
2024-12-15,Green Tea,Food & Beverage,West,31,12.65,392.15
2024-12-16,USB-C Hub,Electronics,Northeast,47,88.29,4149.63
2024-12-17,Winter Jacket,Clothing,Midwest,21,113.05,2374.05
2024-12-17,Protein Bars,Food & Beverage,Southwest,17,85.81,1458.77
2024-12-18,Wireless Earbuds,Electronics,Midwest,48,74.91,3595.68
2024-12-19,Sheet Masks,Beauty,Midwest,15,124.43,1866.45
2024-12-20,Protein Bars,Food & Beverage,Midwest,31,48.98,1518.38
2024-12-20,Dumbbells,Sports,Northeast,22,16.1,354.2
2024-12-21,Winter Jacket,Clothing,West,47,73.96,3476.12
2024-12-22,Sunscreen SPF50,Beauty,Northeast,18,53.16,956.88
2024-12-22,Sheet Masks,Beauty,Midwest,7,65.56,458.92
2024-12-23,Wall Art,Home & Garden,Midwest,35,16.14,564.9
2024-12-24,Jump Rope,Sports,West,35,63.47,2221.45
2024-12-25,Smoothie Mix,Food & Beverage,Southeast,17,135.39,2301.63
2024-12-25,Tablet,Electronics,Southeast,32,113.75,3640.0
2024-12-26,Sheet Masks,Beauty,West,48,36.46,1750.08
2024-12-27,Wall Art,Home & Garden,Southwest,16,11.08,177.28
2024-12-28,Polo Shirt,Clothing,Midwest,32,132.5,4240.0
2024-12-28,Sunscreen SPF50,Beauty,Southwest,31,143.93,4461.83
2024-12-29,Polo Shirt,Clothing,Northeast,39,97.14,3788.46
2024-12-30,Plant Pot Set,Home & Garden,Southwest,38,82.04,3117.52
2024-12-31,Smoothie Mix,Food & Beverage,Midwest,39,111.07,4331.73
